id,program_name,program_url,source_file,university_name,qs_2026_rank,subject_category
359f6e97-c2de-4c17-8e68-3ad64a47c6a9,牛津大学音乐（作曲）研究硕士,https://www.ox.ac.uk/admissions/graduate/courses/mst-music-composition,艺术.json,牛津大学,4,艺术
54b1123b-11ba-492d-bd27-3f6b85f09c93,牛津大学音乐（音乐学）研究硕士,https://www.ox.ac.uk/admissions/graduate/courses/mst-music-musicology,艺术.json,牛津大学,4,艺术
662475ec-574d-4069-a5ea-aab9d48b7b87,牛津大学音乐（表演）研究硕士,https://www.ox.ac.uk/admissions/graduate/courses/mst-music-performance,艺术.json,牛津大学,4,艺术
e8b2ec54-5e00-47d3-88fe-068be73af5a4,牛津大学艺术史与视觉文化研究硕士,https://www.ox.ac.uk/admissions/graduate/courses/mst-history-art-and-visual-culture,艺术.json,牛津大学,4,艺术
d26b408b-75a6-4584-adfa-d0a369843a6b,牛津大学艺术硕士,https://www.ox.ac.uk/admissions/graduate/courses/mfa-fine-art,艺术.json,牛津大学,4,艺术
5eb8305f-473c-481a-9954-70119fa12653,牛津大学伊斯兰艺术与建筑研究硕士,https://www.ox.ac.uk/admissions/graduate/courses/mst-islamic-art-and-architecture,艺术.json,牛津大学,4,艺术
70ad0ff4-41d5-430a-adda-0e697091f391,牛津大学伊斯兰艺术与建筑哲学硕士,https://www.ox.ac.uk/admissions/graduate/courses/mphil-islamic-art-and-architecture,艺术.json,牛津大学,4,艺术
5ebdf84e-d132-4b21-9eef-a70ed863556b,牛津大学音乐（作曲）哲学硕士,https://www.ox.ac.uk/admissions/graduate/courses/mphil-music-composition,艺术.json,牛津大学,4,艺术
a1d16bbb-e90d-4703-b8bb-d86d0d2f55ae,牛津大学音乐（音乐学）哲学硕士,https://www.ox.ac.uk/admissions/graduate/courses/mphil-music-musicology,艺术.json,牛津大学,4,艺术
23bf4ad2-54de-4a75-ac6c-3ab8d1030f28,牛津大学音乐（表演）哲学硕士,https://www.ox.ac.uk/admissions/graduate/courses/mphil-music-performance,艺术.json,牛津大学,4,艺术
575d1863-36b8-49ab-90c0-d929e5f11bd7,剑桥大学音乐哲学硕士,https://www.postgraduate.study.cam.ac.uk/courses/directory/mumumpmst,艺术.json,剑桥大学,6,艺术
566734c4-d277-43cc-897a-3813bb6d415a,新加坡国立大学音乐硕士,https://www.ystmusic.nus.edu.sg/programmes-master-of-music/,艺术.json,新加坡国立大学,8,艺术
dc0fb7cd-5944-4bd1-9a4f-5cafe2f2a338,新加坡国立大学音乐领导力硕士,https://www.ystmusic.nus.edu.sg/musicleaders/,艺术.json,新加坡国立大学,8,艺术
bf0fb1d2-ac34-4fbe-b3b0-7f6371c4dbf5,新加坡国立大学戏剧与表演研究文学硕士,https://fass.nus.edu.sg/elts/ma-by-coursework-tps/,艺术.json,新加坡国立大学,8,艺术
b02a4fe1-2ba8-4ebd-8988-9b824679b56c,伦敦大学学院当代艺术与媒体保护理学硕士,https://www.ucl.ac.uk/prospective-students/graduate/taught-degrees/conservation-contemporary-art-and-media-msc,艺术.json,伦敦大学学院,9,艺术
75558177-972b-49a1-be86-0880396b39a0,伦敦大学学院美术学艺术硕士,https://www.ucl.ac.uk/prospective-students/graduate/taught-degrees/fine-art-mfa,艺术.json,伦敦大学学院,9,艺术
f51bd022-379c-4dec-83ea-8a8ef3b0f584,伦敦大学学院美术学文学硕士,https://www.ucl.ac.uk/prospective-students/graduate/taught-degrees/fine-art-ma,艺术.json,伦敦大学学院,9,艺术
fe57fd5d-f49b-40f8-92ee-109b5b251e8b,伦敦大学学院艺术史文学硕士,https://www.ucl.ac.uk/prospective-students/graduate/taught-degrees/history-art-ma,艺术.json,伦敦大学学院,9,艺术
da99a458-e244-4a6f-92ae-28423859e6fe,伦敦大学学院创意纪录片实践艺术硕士,https://www.ucl.ac.uk/prospective-students/graduate/taught-degrees/creative-documentary-practice-mfa,艺术.json,伦敦大学学院,9,艺术
c45fb18e-5bbb-4379-900f-66680befed18,伦敦大学学院数字媒体（制作）文学硕士,https://www.ucl.ac.uk/prospective-students/graduate/taught-degrees/digital-media-production-ma,艺术.json,伦敦大学学院,9,艺术
852b78c9-6d63-4879-ac7d-f3b883e164ef,香港大学音乐研究文学硕士,https://portal.hku.hk/tpg-admissions/programme-details?programme=master-of-arts-in-the-field-of-music-studies-arts,艺术.json,香港大学,11,艺术
c1fe5b46-3320-4103-b1e0-af0bcff3654b,香港大学艺术史文学硕士,https://portal.hku.hk/tpg-admissions/programme-details?programme=master-of-arts-in-the-field-of-art-history-arts,艺术.json,香港大学,11,艺术
